,frame,x_0_0,y_0_0,v_0_0,x_0_1,y_0_1,v_0_1,x_0_2,y_0_2,v_0_2,x_0_3,y_0_3,v_0_3,x_0_4,y_0_4,v_0_4,x_0_5,y_0_5,v_0_5,x_0_6,y_0_6,v_0_6,x_0_7,y_0_7,v_0_7,x_0_8,y_0_8,v_0_8,x_0_9,y_0_9,v_0_9,x_0_10,y_0_10,v_0_10,x_0_11,y_0_11,v_0_11,x_0_12,y_0_12,v_0_12,x_0_13,y_0_13,v_0_13,x_0_14,y_0_14,v_0_14,x_0_15,y_0_15,v_0_15,x_0_16,y_0_16,v_0_16,x_0_17,y_0_17,v_0_17,x_0_18,y_0_18,v_0_18,x_0_19,y_0_19,v_0_19,x_1_0,y_1_0,v_1_0,x_1_1,y_1_1,v_1_1,x_1_2,y_1_2,v_1_2,x_1_3,y_1_3,v_1_3,x_1_4,y_1_4,v_1_4,x_1_5,y_1_5,v_1_5,x_1_6,y_1_6,v_1_6,x_1_7,y_1_7,v_1_7,x_1_8,y_1_8,v_1_8,x_1_9,y_1_9,v_1_9,x_1_10,y_1_10,v_1_10,x_1_11,y_1_11,v_1_11,x_1_12,y_1_12,v_1_12,x_1_13,y_1_13,v_1_13,x_1_14,y_1_14,v_1_14,x_1_15,y_1_15,v_1_15,x_1_16,y_1_16,v_1_16,x_1_17,y_1_17,v_1_17,x_1_18,y_1_18,v_1_18,x_1_19,y_1_19,v_1_19
0,D:/python_scripts/repo/foot-keypoints-tracking/custom_keypoint/test/images\19052022183435_0 - copia (2).jpg,543,719,0.19215686274509802,522,638,0.12810457516339868,483,568,0.2941176470588236,425,523,0.2823529411764706,354,484,0.32331154684095864,476,741,0.40827886710239647,469,647,0.3437908496732026,433,583,0.28322440087145967,378,514,0.28061002178649236,300,460,0.45882352941176474,390,775,0.49716775599128543,363,663,0.555119825708061,327,596,0.5498910675381263,273,537,0.5089324618736383,229,473,0.4074074074074074,356,705,0.6418300653594771,346,629,0.5995642701525055,294,571,0.6061002178649237,249,516,0.5041394335511983,153,658,0.7694989106753812,541,280,0.2065359477124183,527,198,0.11808278867102397,493,133,0.2827886710239651,436,85,0.3093681917211329,363,47,0.2989106753812636,480,303,0.41220043572984744,478,207,0.3403050108932462,444,144,0.27145969498910677,389,80,0.2793028322440087,312,32,0.2727668845315904,393,334,0.5041394335511983,374,221,0.5538126361655773,334,157,0.5546840958605664,282,99,0.5106753812636166,225,32,0.4248366013071896,366,263,0.6374727668845315,354,189,0.5995642701525055,299,128,0.5943355119825708,262,79,0.5516339869281046,152,220,0.775599128540305
0,D:/python_scripts/repo/foot-keypoints-tracking/custom_keypoint/test/images\19052022183435_0 - copia (3).jpg,543,719,0.19215686274509802,522,638,0.12810457516339868,483,568,0.2941176470588236,425,523,0.2823529411764706,354,484,0.32331154684095864,476,741,0.40827886710239647,469,647,0.3437908496732026,433,583,0.28322440087145967,378,514,0.28061002178649236,300,460,0.45882352941176474,390,775,0.49716775599128543,363,663,0.555119825708061,327,596,0.5498910675381263,273,537,0.5089324618736383,229,473,0.4074074074074074,356,705,0.6418300653594771,346,629,0.5995642701525055,294,571,0.6061002178649237,249,516,0.5041394335511983,153,658,0.7694989106753812,541,280,0.2065359477124183,527,198,0.11808278867102397,493,133,0.2827886710239651,436,85,0.3093681917211329,363,47,0.2989106753812636,480,303,0.41220043572984744,478,207,0.3403050108932462,444,144,0.27145969498910677,389,80,0.2793028322440087,312,32,0.2727668845315904,393,334,0.5041394335511983,374,221,0.5538126361655773,334,157,0.5546840958605664,282,99,0.5106753812636166,225,32,0.4248366013071896,366,263,0.6374727668845315,354,189,0.5995642701525055,299,128,0.5943355119825708,262,79,0.5516339869281046,152,220,0.775599128540305
0,D:/python_scripts/repo/foot-keypoints-tracking/custom_keypoint/test/images\19052022183435_0 - copia (4).jpg,543,719,0.19215686274509802,522,638,0.12810457516339868,483,568,0.2941176470588236,425,523,0.2823529411764706,354,484,0.32331154684095864,476,741,0.40827886710239647,469,647,0.3437908496732026,433,583,0.28322440087145967,378,514,0.28061002178649236,300,460,0.45882352941176474,390,775,0.49716775599128543,363,663,0.555119825708061,327,596,0.5498910675381263,273,537,0.5089324618736383,229,473,0.4074074074074074,356,705,0.6418300653594771,346,629,0.5995642701525055,294,571,0.6061002178649237,249,516,0.5041394335511983,153,658,0.7694989106753812,541,280,0.2065359477124183,527,198,0.11808278867102397,493,133,0.2827886710239651,436,85,0.3093681917211329,363,47,0.2989106753812636,480,303,0.41220043572984744,478,207,0.3403050108932462,444,144,0.27145969498910677,389,80,0.2793028322440087,312,32,0.2727668845315904,393,334,0.5041394335511983,374,221,0.5538126361655773,334,157,0.5546840958605664,282,99,0.5106753812636166,225,32,0.4248366013071896,366,263,0.6374727668845315,354,189,0.5995642701525055,299,128,0.5943355119825708,262,79,0.5516339869281046,152,220,0.775599128540305
0,D:/python_scripts/repo/foot-keypoints-tracking/custom_keypoint/test/images\19052022183435_0 - copia (5).jpg,543,719,0.19215686274509802,522,638,0.12810457516339868,483,568,0.2941176470588236,425,523,0.2823529411764706,354,484,0.32331154684095864,476,741,0.40827886710239647,469,647,0.3437908496732026,433,583,0.28322440087145967,378,514,0.28061002178649236,300,460,0.45882352941176474,390,775,0.49716775599128543,363,663,0.555119825708061,327,596,0.5498910675381263,273,537,0.5089324618736383,229,473,0.4074074074074074,356,705,0.6418300653594771,346,629,0.5995642701525055,294,571,0.6061002178649237,249,516,0.5041394335511983,153,658,0.7694989106753812,541,280,0.2065359477124183,527,198,0.11808278867102397,493,133,0.2827886710239651,436,85,0.3093681917211329,363,47,0.2989106753812636,480,303,0.41220043572984744,478,207,0.3403050108932462,444,144,0.27145969498910677,389,80,0.2793028322440087,312,32,0.2727668845315904,393,334,0.5041394335511983,374,221,0.5538126361655773,334,157,0.5546840958605664,282,99,0.5106753812636166,225,32,0.4248366013071896,366,263,0.6374727668845315,354,189,0.5995642701525055,299,128,0.5943355119825708,262,79,0.5516339869281046,152,220,0.775599128540305
0,D:/python_scripts/repo/foot-keypoints-tracking/custom_keypoint/test/images\19052022183435_0 - copia (6).jpg,543,719,0.19215686274509802,522,638,0.12810457516339868,483,568,0.2941176470588236,425,523,0.2823529411764706,354,484,0.32331154684095864,476,741,0.40827886710239647,469,647,0.3437908496732026,433,583,0.28322440087145967,378,514,0.28061002178649236,300,460,0.45882352941176474,390,775,0.49716775599128543,363,663,0.555119825708061,327,596,0.5498910675381263,273,537,0.5089324618736383,229,473,0.4074074074074074,356,705,0.6418300653594771,346,629,0.5995642701525055,294,571,0.6061002178649237,249,516,0.5041394335511983,153,658,0.7694989106753812,541,280,0.2065359477124183,527,198,0.11808278867102397,493,133,0.2827886710239651,436,85,0.3093681917211329,363,47,0.2989106753812636,480,303,0.41220043572984744,478,207,0.3403050108932462,444,144,0.27145969498910677,389,80,0.2793028322440087,312,32,0.2727668845315904,393,334,0.5041394335511983,374,221,0.5538126361655773,334,157,0.5546840958605664,282,99,0.5106753812636166,225,32,0.4248366013071896,366,263,0.6374727668845315,354,189,0.5995642701525055,299,128,0.5943355119825708,262,79,0.5516339869281046,152,220,0.775599128540305
0,D:/python_scripts/repo/foot-keypoints-tracking/custom_keypoint/test/images\19052022183435_0 - copia (7).jpg,543,719,0.19215686274509802,522,638,0.12810457516339868,483,568,0.2941176470588236,425,523,0.2823529411764706,354,484,0.32331154684095864,476,741,0.40827886710239647,469,647,0.3437908496732026,433,583,0.28322440087145967,378,514,0.28061002178649236,300,460,0.45882352941176474,390,775,0.49716775599128543,363,663,0.555119825708061,327,596,0.5498910675381263,273,537,0.5089324618736383,229,473,0.4074074074074074,356,705,0.6418300653594771,346,629,0.5995642701525055,294,571,0.6061002178649237,249,516,0.5041394335511983,153,658,0.7694989106753812,541,280,0.2065359477124183,527,198,0.11808278867102397,493,133,0.2827886710239651,436,85,0.3093681917211329,363,47,0.2989106753812636,480,303,0.41220043572984744,478,207,0.3403050108932462,444,144,0.27145969498910677,389,80,0.2793028322440087,312,32,0.2727668845315904,393,334,0.5041394335511983,374,221,0.5538126361655773,334,157,0.5546840958605664,282,99,0.5106753812636166,225,32,0.4248366013071896,366,263,0.6374727668845315,354,189,0.5995642701525055,299,128,0.5943355119825708,262,79,0.5516339869281046,152,220,0.775599128540305
0,D:/python_scripts/repo/foot-keypoints-tracking/custom_keypoint/test/images\19052022183435_0 - copia (8).jpg,543,719,0.19215686274509802,522,638,0.12810457516339868,483,568,0.2941176470588236,425,523,0.2823529411764706,354,484,0.32331154684095864,476,741,0.40827886710239647,469,647,0.3437908496732026,433,583,0.28322440087145967,378,514,0.28061002178649236,300,460,0.45882352941176474,390,775,0.49716775599128543,363,663,0.555119825708061,327,596,0.5498910675381263,273,537,0.5089324618736383,229,473,0.4074074074074074,356,705,0.6418300653594771,346,629,0.5995642701525055,294,571,0.6061002178649237,249,516,0.5041394335511983,153,658,0.7694989106753812,541,280,0.2065359477124183,527,198,0.11808278867102397,493,133,0.2827886710239651,436,85,0.3093681917211329,363,47,0.2989106753812636,480,303,0.41220043572984744,478,207,0.3403050108932462,444,144,0.27145969498910677,389,80,0.2793028322440087,312,32,0.2727668845315904,393,334,0.5041394335511983,374,221,0.5538126361655773,334,157,0.5546840958605664,282,99,0.5106753812636166,225,32,0.4248366013071896,366,263,0.6374727668845315,354,189,0.5995642701525055,299,128,0.5943355119825708,262,79,0.5516339869281046,152,220,0.775599128540305
0,D:/python_scripts/repo/foot-keypoints-tracking/custom_keypoint/test/images\19052022183435_0 - copia (9).jpg,543,719,0.19215686274509802,522,638,0.12810457516339868,483,568,0.2941176470588236,425,523,0.2823529411764706,354,484,0.32331154684095864,476,741,0.40827886710239647,469,647,0.3437908496732026,433,583,0.28322440087145967,378,514,0.28061002178649236,300,460,0.45882352941176474,390,775,0.49716775599128543,363,663,0.555119825708061,327,596,0.5498910675381263,273,537,0.5089324618736383,229,473,0.4074074074074074,356,705,0.6418300653594771,346,629,0.5995642701525055,294,571,0.6061002178649237,249,516,0.5041394335511983,153,658,0.7694989106753812,541,280,0.2065359477124183,527,198,0.11808278867102397,493,133,0.2827886710239651,436,85,0.3093681917211329,363,47,0.2989106753812636,480,303,0.41220043572984744,478,207,0.3403050108932462,444,144,0.27145969498910677,389,80,0.2793028322440087,312,32,0.2727668845315904,393,334,0.5041394335511983,374,221,0.5538126361655773,334,157,0.5546840958605664,282,99,0.5106753812636166,225,32,0.4248366013071896,366,263,0.6374727668845315,354,189,0.5995642701525055,299,128,0.5943355119825708,262,79,0.5516339869281046,152,220,0.775599128540305
0,D:/python_scripts/repo/foot-keypoints-tracking/custom_keypoint/test/images\19052022183435_0 - copia.jpg,543,719,0.19215686274509802,522,638,0.12810457516339868,483,568,0.2941176470588236,425,523,0.2823529411764706,354,484,0.32331154684095864,476,741,0.40827886710239647,469,647,0.3437908496732026,433,583,0.28322440087145967,378,514,0.28061002178649236,300,460,0.45882352941176474,390,775,0.49716775599128543,363,663,0.555119825708061,327,596,0.5498910675381263,273,537,0.5089324618736383,229,473,0.4074074074074074,356,705,0.6418300653594771,346,629,0.5995642701525055,294,571,0.6061002178649237,249,516,0.5041394335511983,153,658,0.7694989106753812,541,280,0.2065359477124183,527,198,0.11808278867102397,493,133,0.2827886710239651,436,85,0.3093681917211329,363,47,0.2989106753812636,480,303,0.41220043572984744,478,207,0.3403050108932462,444,144,0.27145969498910677,389,80,0.2793028322440087,312,32,0.2727668845315904,393,334,0.5041394335511983,374,221,0.5538126361655773,334,157,0.5546840958605664,282,99,0.5106753812636166,225,32,0.4248366013071896,366,263,0.6374727668845315,354,189,0.5995642701525055,299,128,0.5943355119825708,262,79,0.5516339869281046,152,220,0.775599128540305
0,D:/python_scripts/repo/foot-keypoints-tracking/custom_keypoint/test/images\19052022183435_0.jpg,543,719,0.19215686274509802,522,638,0.12810457516339868,483,568,0.2941176470588236,425,523,0.2823529411764706,354,484,0.32331154684095864,476,741,0.40827886710239647,469,647,0.3437908496732026,433,583,0.28322440087145967,378,514,0.28061002178649236,300,460,0.45882352941176474,390,775,0.49716775599128543,363,663,0.555119825708061,327,596,0.5498910675381263,273,537,0.5089324618736383,229,473,0.4074074074074074,356,705,0.6418300653594771,346,629,0.5995642701525055,294,571,0.6061002178649237,249,516,0.5041394335511983,153,658,0.7694989106753812,541,280,0.2065359477124183,527,198,0.11808278867102397,493,133,0.2827886710239651,436,85,0.3093681917211329,363,47,0.2989106753812636,480,303,0.41220043572984744,478,207,0.3403050108932462,444,144,0.27145969498910677,389,80,0.2793028322440087,312,32,0.2727668845315904,393,334,0.5041394335511983,374,221,0.5538126361655773,334,157,0.5546840958605664,282,99,0.5106753812636166,225,32,0.4248366013071896,366,263,0.6374727668845315,354,189,0.5995642701525055,299,128,0.5943355119825708,262,79,0.5516339869281046,152,220,0.775599128540305
